user,subfolder,decision,rationale
kaminski-v,newsletter,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
kaminski-v,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
kaminski-v,pjm,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,poland,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,presentations,INCLUDED,Business presentations
kaminski-v,publications,INCLUDED,Business publications correspondence
kaminski-v,rac,INCLUDED,Risk and compliance correspondence
kaminski-v,resumes,PII/LEGAL,Third-party CVs — sensitive PII (third-party)
kaminski-v,rice,INCLUDED,Rice University/counterparty correspondence
kaminski-v,risk,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,sent,INCLUDED,Sent mail variant — standard business email
kaminski-v,sent_items,INCLUDED,Primary sent mail — standard business email
kaminski-v,sites,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,stanford,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,tasks,CONTENT-MISMATCH,Task list entries — not email
kaminski-v,technical,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,uh,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,universities,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,untitledmartin,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,ut,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,var,INCLUDED,VAR risk analysis — business
kaminski-v,weather,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
kean-s,aadepartment,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,administrative,INCLUDED,Administrative correspondence
kean-s,advertising,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,advisory_board_on_electricity_and_the_environment,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,affiliate_rules,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,africa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
kean-s,analyst_associate_program,PII/LEGAL,Analyst programme records — sensitive PII
kean-s,analyst_meeting_2001,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,annual_report,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,antitrust,PII/LEGAL,Antitrust legal matter — litigation sensitive
kean-s,archiving,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,arena,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,argentina,INCLUDED,Argentina operations
kean-s,asset_sales,PII/LEGAL,Asset sale records — M&A legally sensitive
kean-s,attachments,CONTENT-MISMATCH,Attachments folder — not email text
kean-s,aviation,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,azurix,INCLUDED,Azurix subsidiary operations
kean-s,bankruptcy,PII/LEGAL,Bankruptcy proceedings — litigation sensitive
kean-s,bpa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,budget,PII/LEGAL,Budget records — financially sensitive
kean-s,bush,INCLUDED,Bush administration public affairs
kean-s,bush_transition,INCLUDED,Bush administration transition — public affairs
kean-s,business_council,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,calendar,CONTENT-MISMATCH,Calendar entries — not email
kean-s,california,INCLUDED,California energy market business correspondence
kean-s,california_campaign,INCLUDED,California campaign — public affairs
kean-s,california_humor,INCLUDED,California-themed humour — legitimate ham
kean-s,california_pg_e_bankruptcy,PII/LEGAL,PG&E bankruptcy — litigation sensitive
kean-s,california___demand_buydown,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,california___emergency_authority,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,california___excess_profits_tax,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,california___working_group,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,caliornia___investigations,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,campaign_2000,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,canada,INCLUDED,Canada operations business correspondence
kean-s,cec_conference,INCLUDED,CEC conference — business
kean-s,cftc,PII/LEGAL,CFTC regulatory correspondence — litigation sensitive
kean-s,compensation,PII/LEGAL,Salary/compensation data — sensitive PII
kean-s,compensation_and_benefits,PII/LEGAL,Salary and benefits data — sensitive PII
kean-s,contact_list,CONTENT-MISMATCH,Contact directory — not email
kean-s,contributions,INCLUDED,Corporate contributions/public affairs
kean-s,corporate_communications,INCLUDED,Corporate communications
kean-s,corporate_responsibility,INCLUDED,Corporate responsibility
kean-s,cost_controls,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,councilforeignrelations,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,crisis,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,cuiba,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
kean-s,disclosure_rules,INCLUDED,Disclosure rules — regulatory
kean-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
kean-s,dod,INCLUDED,DOD counterparty — business
kean-s,dynegy_transaction,INCLUDED,Dynegy transaction — business
kean-s,earnings_releases,INCLUDED,Earnings releases — business
kean-s,ebr,INCLUDED,EBR operations
kean-s,ebs_redeployment,PII/LEGAL,EBS redeployment — legally sensitive
kean-s,ees,INCLUDED,Enron Energy Services operational correspondence
kean-s,electricity_restructuring_advisory_group,INCLUDED,Advisory group — public policy
kean-s,emerson,INCLUDED,Emerson counterparty — business
kean-s,enrononline,INCLUDED,EnronOnline — business
kean-s,enron_advisonry_council,INCLUDED,Advisory council — business
kean-s,enron_communications,INCLUDED,Enron communications — business
kean-s,enron_credit,INCLUDED,Enron Credit — business
kean-s,enron_global_markets,INCLUDED,Enron Global Markets — business
kean-s,enron_litigation,PII/LEGAL,Enron litigation files — litigation sensitive
kean-s,enron_mentions,INCLUDED,Enron press mentions
kean-s,enron_online_summary,INCLUDED,EOL summary — business
kean-s,enron_property_services,INCLUDED,Property services — business
kean-s,environmental_issues,INCLUDED,Environmental affairs — business
kean-s,environment___montreal,INCLUDED,Montreal environment — regulatory
kean-s,europe,INCLUDED,European operations
kean-s,experience_enron,INCLUDED,Enron brand/culture — business
kean-s,facilities_services,INCLUDED,Facilities management — business
kean-s,federal_emergency,INCLUDED,Federal emergency — public affairs
kean-s,federal_legislation,INCLUDED,Federal legislation — public affairs
kean-s,ferc,INCLUDED,FERC regulatory correspondence
kean-s,fire_chief,INCLUDED,Fire chief correspondence — operations
kean-s,florida,INCLUDED,Florida operations correspondence
kean-s,fuel_cells,INCLUDED,Fuel cell technology business correspondence
kean-s,gas,INCLUDED,Natural gas trading correspondence
kean-s,goals_and_objectives_1999,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kean-s,gore,INCLUDED,Gore public affairs
kean-s,government_affairs_group_reports,INCLUDED,Government affairs reports
kean-s,governor_davis_meeting,INCLUDED,Governor Davis meeting — public affairs
kean-s,greenhouse_gas_business,INCLUDED,Greenhouse gas — business
kean-s,heat_wave,INCLUDED,Heat wave — operations/public affairs
kean-s,houston,INCLUDED,Houston operations — business
kean-s,hr,PII/LEGAL,HR records — sensitive PII
kean-s,hr_data,PII/LEGAL,HR data records — sensitive PII
kean-s,hr_stats,PII/LEGAL,HR statistics — sensitive PII
kean-s,humor,INCLUDED,Humour/forward emails — legitimate ham class
kean-s,illinois,INCLUDED,Illinois operations correspondence
kean-s,inbox,INCLUDED,Primary received mail — standard business email
kean-s,india,INCLUDED,India operations business correspondence
kean-s,integration,INCLUDED,Integration project — business
kean-s,interconnection,INCLUDED,Grid interconnection correspondence
kean-s,internal_communications,INCLUDED,Internal communications — business
kean-s,international,INCLUDED,International operations correspondence
kean-s,internet_sites,CONTENT-MISMATCH,Bookmarks/URL list — not email
kean-s,iowa,INCLUDED,Iowa operations — business
kean-s,iso,INCLUDED,ISO market operations
kean-s,japan,INCLUDED,Japan operations business correspondence
kean-s,junk_mail,SYSTEM,Junk folder — unreliable ham label
kean-s,knowledge_management,INCLUDED,Knowledge management — business
kean-s,korea,INCLUDED,Korea operations — business
kean-s,ljm,PII/LEGAL,LJM SPE — Enron fraud — legally sensitive
kean-s,management_conference,INCLUDED,Management conference — business
kean-s,market_structure,INCLUDED,Market structure — business
kean-s,mckinsey_project,INCLUDED,McKinsey project — business
kean-s,mergers,PII/LEGAL,M&A records — legally sensitive
kean-s,metals,INCLUDED,Metals trading correspondence
kean-s,mexico,INCLUDED,Mexico operations business correspondence
kean-s,michigan,INCLUDED,Michigan operations correspondence
kean-s,military_privatizations,INCLUDED,Military privatisation — business
kean-s,mit,INCLUDED,MIT — institutional/research relations
kean-s,mtbe,INCLUDED,MTBE fuel operations
kean-s,nacec,INCLUDED,NACEC — regulatory
kean-s,nerc,INCLUDED,NERC reliability organisation correspondence
kean-s,networks,INCLUDED,Networks operations — business
kean-s,new_york,INCLUDED,New York operations correspondence
kean-s,non_us_offices,INCLUDED,Non-US offices — business
kean-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
kean-s,ofccp_audit,PII/LEGAL,OFCCP employment audit — litigation sensitive
kean-s,ohio,INCLUDED,Ohio operations — business
kean-s,opic,INCLUDED,OPIC — international operations
kean-s,organization,INCLUDED,Organisational correspondence
kean-s,pac,INCLUDED,PAC — political action/public affairs
kean-s,pennsylvania,INCLUDED,Pennsylvania operations correspondence
kean-s,performance_management,INCLUDED,Performance management — business
kean-s,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
kean-s,personnel,PII/LEGAL,Personnel records — sensitive PII
kean-s,pge,INCLUDED,PGE counterparty — business
kean-s,pipeline_issues,INCLUDED,Pipeline issues — operations
kean-s,position_papers,INCLUDED,Position papers — public affairs
kean-s,prc,INCLUDED,Performance Review Committee — business correspondence
kean-s,presentations,INCLUDED,Business presentations
kean-s,press,INCLUDED,Press/media relations correspondence
kean-s,press_releases,INCLUDED,Press releases — business
kean-s,project_california,INCLUDED,Project California — business
kean-s,project_summer,INCLUDED,Project Summer — business
kean-s,pr_crisis_management,INCLUDED,PR crisis management — business
kean-s,pr___notre_dame,INCLUDED,PR Notre Dame — business
kean-s,puhca,INCLUDED,PUHCA regulatory — business
kean-s,rail,INCLUDED,Rail trading/operations correspondence
kean-s,redeployment,INCLUDED,Staff redeployment — business
kean-s,reg_risk,INCLUDED,Regulatory risk — business
kean-s,reports,INCLUDED,Business reports
kean-s,republican_leadership,INCLUDED,Republican leadership — public affairs
kean-s,resco,INCLUDED,RESCO counterparty correspondence
kean-s,resource_management,INCLUDED,Resource management — business
kean-s,resume,PII/LEGAL,CVs — sensitive PII
kean-s,rice,INCLUDED,Rice University/counterparty correspondence
kean-s,rto,INCLUDED,RTO policy correspondence
kean-s,sec,PII/LEGAL,SEC regulatory correspondence — litigation sensitive
kean-s,security,INCLUDED,Corporate security — business
kean-s,senate_testimony_re_california,INCLUDED,Senate testimony — public affairs
kean-s,sent,INCLUDED,Sent mail variant — standard business email
kean-s,sent_items,INCLUDED,Primary sent mail — standard business email
kean-s,southern_cone,INCLUDED,South American operations correspondence
kean-s,speeches,INCLUDED,Speech drafts — public business communication
kean-s,staff_meeting,INCLUDED,Staff meeting — business
kean-s,survey,PII/LEGAL,HR survey data — sensitive PII
kean-s,tax_issues,PII/LEGAL,Tax records — sensitive PII
